reg,depot,vehicle_type,source_vehicle_type,make,model,ownership,fleet_group,supplier,registration_year,status,hire_lease_start_date,lease_term_months,lease_cost,weekly_hire_charge,odometer_reading,odometer_unit,inspection_due_date,inspection_frequency_weeks,mot_due_date,mot_frequency_weeks,loler_frequency_weeks,service_due_date,service_frequency_weeks,service_cost,tacho_frequency_weeks,payload_kg,fuel,gearbox_type,livery,rm_cover,telematics,telematics_provider,cctv,trailer_tracker,insurance_database,dart_charge_registered,congestion_zone_registered,merseyflow_registered,three_seater,front_tyre_size,back_tyre_size,date_added,tacho_due_date,middle_tyre_size,loler_due_date
SA20PUO,Dundee,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2020,Active,2020-10-01,0,0,0,158500,M,2026-10-08,52,2026-06-18,52,0,2026-10-08,52,650,0,0,Hybrid,Auto,Silver,1,0,,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2020-10-01,,,
SA22TJW,Dundee,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2022,Active,2022-08-10,0,0,145,207500,M,2027-03-04,52,2026-10-08,52,0,2027-01-28,52,400,0,0,Hybrid,Auto,Blue,1,1,SampleConnect,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2022-08-10,,,
SA24JHD,Dundee,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2024,Active,2024-06-10,0,0,145,203750,M,2026-12-24,52,2026-10-01,52,0,2027-06-17,52,250,0,0,Hybrid,Auto,Silver,0,0,,0,0,0,0,1,0,0,225/65R16C,225/65R16C,2024-06-10,,,
SA22XJY,Dundee,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2022,Active,2022-10-18,36,553,0,47250,M,2027-09-16,52,2026-10-08,52,0,2026-12-17,52,0,0,0,Hybrid,Auto,White / Sample Branding,1,0,,1,0,0,0,0,0,0,225/65R16C,225/65R16C,2022-10-18,,,
SA22JAN,Dundee,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2022,Active,2022-12-20,24,484,0,194250,M,2027-09-09,52,2027-04-22,52,0,2027-04-29,52,150,0,0,Hybrid,Auto,Silver,0,0,,1,0,0,1,0,0,0,225/65R16C,225/65R16C,2022-12-20,,,
SA23RNK,Dundee,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2023,Active,2023-07-01,0,0,0,9750,M,2027-06-03,52,2027-07-29,52,0,2027-05-20,52,400,0,0,Hybrid,Auto,White,1,0,,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2023-07-01,,,
SA21UHP,Dundee,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2021,Active,2021-08-08,0,0,145,52000,M,2026-10-01,52,2027-02-25,52,0,2026-03-19,52,400,0,0,Hybrid,Auto,White,0,1,FleetExample,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2021-08-08,,,
SA20ZRB,Crawley,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2020,Active,2020-12-20,0,0,650,151250,M,2025-10-30,52,2027-06-24,52,0,2027-03-18,52,150,0,0,Hybrid,Auto,White / Sample Branding,0,1,DemoTrack,1,0,0,1,0,0,0,225/65R16C,225/65R16C,2020-12-20,,,
SA24VJD,Crawley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2024,Active,2024-03-03,48,252,0,229750,M,2027-02-11,52,2027-01-21,52,0,2026-10-15,52,0,0,0,Hybrid,Auto,White,1,1,DemoTrack,1,0,0,1,1,1,0,225/65R16C,225/65R16C,2024-03-03,,,
SA22YLY,Crawley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2022,Active,2022-02-23,48,261,0,180500,M,2027-09-09,52,2027-07-29,52,0,2027-03-25,52,250,0,0,Hybrid,Auto,White / Sample Branding,0,0,,0,0,0,0,1,0,0,225/65R16C,225/65R16C,2022-02-23,,,
SA20PRB,Crawley,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2020,Active,2020-10-02,0,0,650,133500,M,2027-02-18,52,2026-10-01,52,0,2026-11-12,52,0,0,0,Hybrid,Auto,White / Sample Branding,0,0,,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2020-10-02,,,
SA22OUR,Crawley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2022,Active,2022-05-26,36,195,0,58250,M,2027-04-22,52,2027-08-05,52,0,2027-08-26,52,250,0,0,Hybrid,Auto,Green / Sample Branding,0,0,,1,0,0,1,0,0,0,225/65R16C,225/65R16C,2022-05-26,,,
SA23LET,Crawley,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2023,Active,2023-03-04,0,0,0,130000,M,2027-07-08,52,2027-05-20,52,0,2027-07-15,52,250,0,0,Hybrid,Auto,White / Sample Branding,1,1,FleetExample,0,0,0,1,0,0,0,225/65R16C,225/65R16C,2023-03-04,,,
SA24YGJ,Crawley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2024,Active,2024-05-17,60,543,0,185000,M,2027-07-08,52,2026-10-01,52,0,2027-07-22,52,650,0,0,Hybrid,Auto,Green / Sample Branding,1,1,SampleConnect,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2024-05-17,,,
SA19XBB,Crawley,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2019,Active,2019-03-15,0,0,0,125250,M,2027-05-06,52,2027-04-08,52,0,2027-06-24,52,150,0,0,Hybrid,Auto,White,0,0,,0,0,0,0,1,1,0,225/65R16C,225/65R16C,2019-03-15,,,
SA19EGD,Heywood,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2019,Active,2019-04-01,60,291,0,24500,M,2027-04-08,52,2027-07-15,52,0,2027-09-09,52,400,0,0,Hybrid,Auto,Green / Sample Branding,0,0,,0,0,1,1,1,1,0,225/65R16C,225/65R16C,2019-04-01,,,
SA25FUS,Heywood,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2025,Active,2025-12-18,36,521,0,41500,M,2027-08-05,52,2027-05-20,52,0,2027-09-23,52,650,0,0,Hybrid,Auto,White / Sample Branding,1,0,,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2025-12-18,,,
SA25RXM,Heywood,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2025,Active,2025-02-25,0,0,0,108250,M,2027-05-27,52,2027-08-19,52,0,2027-07-08,52,650,0,0,Hybrid,Auto,Blue,0,0,,1,0,1,1,0,0,0,225/65R16C,225/65R16C,2025-02-25,,,
SA21RLY,Heywood,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2021,Active,2021-04-19,48,367,0,237750,M,2027-08-19,52,2027-01-28,52,0,2027-03-11,52,400,0,0,Hybrid,Auto,White,0,1,DemoTrack,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2021-04-19,,,
SA19BRA,Heywood,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2019,Active,2019-10-21,60,235,0,177750,M,2026-12-17,52,2027-03-18,52,0,2026-10-22,52,250,0,0,Hybrid,Auto,Silver,0,1,SampleConnect,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2019-10-21,,,
SA25SUS,Heywood,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2025,Active,2025-03-15,60,197,0,235500,M,2027-08-19,52,2026-03-12,52,0,2027-04-22,52,150,0,0,Hybrid,Auto,Green / Sample Branding,1,0,,0,0,0,1,0,0,0,225/65R16C,225/65R16C,2025-03-15,,,
SA20UWW,Heywood,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2020,Active,2020-04-22,0,0,0,198250,M,2026-10-01,52,2027-03-25,52,0,2027-01-14,52,250,0,0,Hybrid,Auto,White,0,0,,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2020-04-22,,,
SA19NJR,Heywood,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2019,Active,2019-03-12,0,0,145,217250,M,2027-09-02,52,2027-01-21,52,0,2027-05-06,52,150,0,0,Hybrid,Auto,Green / Sample Branding,0,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2019-03-12,,,
SA21OPU,Larkhall,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2021,Active,2021-12-19,36,332,0,188750,M,2027-02-04,52,2027-05-27,52,0,2027-09-23,52,150,0,0,Hybrid,Auto,Silver,0,1,DemoTrack,0,0,0,1,0,0,0,225/65R16C,225/65R16C,2021-12-19,,,
SA25RJO,Larkhall,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2025,Active,2025-02-03,0,0,650,165250,M,2027-06-17,52,2027-06-24,52,0,2027-05-20,52,150,0,0,Hybrid,Auto,Silver,0,1,DemoTrack,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2025-02-03,,,
SA21CBE,Larkhall,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2021,Active,2021-03-14,0,0,145,141750,M,2027-07-29,52,2027-02-18,52,0,2027-08-12,52,650,0,0,Hybrid,Auto,Silver,0,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2021-03-14,,,
SA25BCY,Larkhall,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2025,Active,2025-11-02,0,0,145,49250,M,2027-09-09,52,2026-11-05,52,0,2026-03-05,52,400,0,0,Hybrid,Auto,Silver,0,1,SampleConnect,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2025-11-02,,,
SA22NJS,Larkhall,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2022,Active,2022-05-24,0,0,0,21750,M,2026-05-28,52,2027-05-06,52,0,2027-04-22,52,0,0,0,Hybrid,Auto,Silver,1,0,,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2022-05-24,,,
SA24FNZ,Larkhall,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2024,Active,2024-09-25,24,198,0,142500,M,2027-06-24,52,2027-04-29,52,0,2027-05-06,52,400,0,0,Hybrid,Auto,Green / Sample Branding,0,1,FleetExample,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2024-09-25,,,
SA23RJP,Larkhall,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2023,Active,2023-01-27,48,528,0,201750,M,2027-06-17,52,2027-01-14,52,0,2026-12-31,52,400,0,0,Hybrid,Auto,Green / Sample Branding,0,1,SampleConnect,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2023-01-27,,,
SA20XRB,Basildon,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2020,Active,2020-03-21,0,0,650,115500,M,2026-10-15,52,2027-03-18,52,0,2027-09-02,52,400,0,0,Hybrid,Auto,Silver,0,0,,0,0,0,1,0,0,0,225/65R16C,225/65R16C,2020-03-21,,,
SA25TOW,Basildon,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2025,Active,2025-11-25,36,551,0,95750,M,2026-12-24,52,2026-11-26,52,0,2027-01-21,52,250,0,0,Hybrid,Auto,White,0,1,DemoTrack,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2025-11-25,,,
SA25FAB,Basildon,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2025,Active,2025-04-02,0,0,650,237500,M,2027-03-25,52,2026-11-05,52,0,2027-02-18,52,150,0,0,Hybrid,Auto,Blue,1,1,SampleConnect,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2025-04-02,,,
SA22BCT,Basildon,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2022,Active,2022-10-22,0,0,145,33250,M,2027-07-22,52,2027-05-13,52,0,2026-11-05,52,0,0,0,Hybrid,Auto,Silver,1,1,FleetExample,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2022-10-22,,,
SA19RYC,Basildon,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2019,Active,2019-02-27,0,0,650,58500,M,2027-08-05,52,2027-06-03,52,0,2026-10-01,52,250,0,0,Hybrid,Auto,White,1,0,,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2019-02-27,,,
SA19JDN,Basildon,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2019,Active,2019-06-21,36,289,0,171250,M,2026-10-15,52,2027-07-22,52,0,2027-09-09,52,400,0,0,Hybrid,Auto,White,1,1,DemoTrack,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2019-06-21,,,
SA21XLT,Outside HDV Network,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2021,Active,2021-08-02,0,0,0,61500,M,2027-07-22,52,2026-12-24,52,0,2027-06-03,52,250,0,0,Hybrid,Auto,White / Sample Branding,1,0,,1,0,1,1,0,1,0,225/65R16C,225/65R16C,2021-08-02,,,
SA24GEN,Outside HDV Network,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2024,Active,2024-02-05,0,0,145,30500,M,2027-07-29,52,2027-08-19,52,0,2027-06-17,52,250,0,0,Hybrid,Auto,Green / Sample Branding,0,0,,0,0,0,0,1,0,0,225/65R16C,225/65R16C,2024-02-05,,,
SA22BXH,Outside HDV Network,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2022,Active,2022-06-18,0,0,0,149250,M,2027-06-10,52,2027-02-18,52,0,2027-08-26,52,250,0,0,Hybrid,Auto,White / Sample Branding,1,1,DemoTrack,1,0,0,1,0,1,0,225/65R16C,225/65R16C,2022-06-18,,,
SA21XKX,Outside HDV Network,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2021,Active,2021-04-02,0,0,650,97750,M,2026-10-15,52,2027-07-22,52,0,2027-01-28,52,250,0,0,Hybrid,Auto,Silver,0,0,,1,0,0,1,0,0,0,225/65R16C,225/65R16C,2021-04-02,,,
SA21MGG,Fareham,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2021,Active,2021-02-26,0,0,145,228000,M,2026-12-24,52,2026-07-16,52,0,2027-05-06,52,0,0,0,Hybrid,Auto,White,0,0,,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2021-02-26,,,
SA20OFZ,Fareham,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2020,Active,2020-04-05,0,0,0,221250,M,2026-12-10,52,2027-06-10,52,0,2027-01-28,52,400,0,0,Hybrid,Auto,White / Sample Branding,1,1,DemoTrack,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2020-04-05,,,
SA20YKW,Fareham,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2020,Active,2020-06-04,0,0,650,236750,M,2027-06-24,52,2026-12-10,52,0,2027-07-22,52,650,0,0,Hybrid,Auto,White / Sample Branding,1,0,,0,0,0,0,0,0,0,225/65R16C,225/65R16C,2020-06-04,,,
SA20EZN,Fareham,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2020,Active,2020-01-03,0,0,650,130500,M,2026-10-22,52,2027-04-29,52,0,2027-04-22,52,0,0,0,Hybrid,Auto,White,0,0,,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2020-01-03,,,
SA25GHL,Avonmouth,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2025,Active,2025-03-26,48,422,0,121250,M,2026-11-05,52,2027-04-15,52,0,2027-07-29,52,250,0,0,Hybrid,Auto,White,0,0,,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2025-03-26,,,
SA21YSL,Avonmouth,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2021,Active,2021-11-07,24,244,0,59250,M,2027-09-23,52,2026-10-01,52,0,2027-05-13,52,650,0,0,Hybrid,Auto,Silver,1,0,,0,0,1,1,1,1,0,225/65R16C,225/65R16C,2021-11-07,,,
SA21UHU,Avonmouth,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2021,Active,2021-07-25,36,322,0,108000,M,2027-08-12,52,2027-03-11,52,0,2025-12-04,52,250,0,0,Hybrid,Auto,Blue,0,1,DemoTrack,1,0,1,1,1,1,0,225/65R16C,225/65R16C,2021-07-25,,,
SA23YVS,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2023,Active,2023-02-21,36,297,0,205000,M,2025-12-11,52,2027-05-06,52,0,2027-04-29,52,650,0,0,Hybrid,Auto,Blue,1,1,SampleConnect,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2023-02-21,,,
SA24JYN,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2024,Active,2024-01-01,48,266,0,56250,M,2027-06-17,52,2027-07-01,52,0,2027-04-22,52,150,0,0,Hybrid,Auto,White / Sample Branding,0,1,FleetExample,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2024-01-01,,,
SA24EVJ,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2024,Active,2024-11-09,0,0,0,129500,M,2026-12-24,52,2027-07-22,52,0,2027-09-09,52,0,0,0,Hybrid,Auto,White / Sample Branding,1,0,,0,0,1,1,1,1,0,225/65R16C,225/65R16C,2024-11-09,,,
SA22VTX,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2022,Active,2022-02-10,0,0,145,19750,M,2027-07-01,52,2027-05-13,52,0,2027-09-09,52,400,0,0,Hybrid,Auto,White / Sample Branding,1,0,,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2022-02-10,,,
SA21YFT,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2021,Active,2021-08-12,0,0,650,232750,M,2027-08-05,52,2027-03-25,52,0,2027-09-16,52,250,0,0,Hybrid,Auto,Silver,1,1,DemoTrack,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2021-08-12,,,
SA20ZKP,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2020,Active,2020-08-25,48,378,0,118750,M,2027-01-28,52,2026-11-26,52,0,2027-06-10,52,150,0,0,Hybrid,Auto,Silver,0,1,FleetExample,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2020-08-25,,,
SA24MJN,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2024,Active,2024-10-01,0,0,0,182000,M,2027-06-03,52,2027-09-02,52,0,2027-05-06,52,150,0,0,Hybrid,Auto,White / Sample Branding,1,1,SampleConnect,0,0,1,0,0,1,0,225/65R16C,225/65R16C,2024-10-01,,,
SA24PYC,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2024,Active,2024-05-07,0,0,0,90750,M,2027-02-04,52,2026-12-03,52,0,2027-07-29,52,650,0,0,Hybrid,Auto,White,0,0,,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2024-05-07,,,
SA19WNC,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2019,Active,2019-03-02,60,386,0,160000,M,2026-10-01,52,2027-06-10,52,0,2027-06-03,52,650,0,0,Hybrid,Auto,Blue,1,1,SampleConnect,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2019-03-02,,,
SA23KWM,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2023,Active,2023-08-17,48,520,0,157750,M,2026-12-24,52,2027-06-24,52,0,2027-01-14,52,400,0,0,Hybrid,Auto,Green / Sample Branding,1,1,FleetExample,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2023-08-17,,,
SA24AKZ,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2024,Active,2024-04-22,0,0,145,206500,M,2027-02-25,52,2027-09-16,52,0,2026-12-03,52,650,0,0,Hybrid,Auto,Blue,1,1,SampleConnect,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2024-04-22,,,
SA19SSX,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2019,Active,2019-02-03,0,0,0,129500,M,2027-09-09,52,2027-03-11,52,0,2027-03-11,52,150,0,0,Hybrid,Auto,Green / Sample Branding,0,0,,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2019-02-03,,,
SA24WZC,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2024,Active,2024-10-25,48,449,0,171500,M,2027-07-15,52,2027-06-24,52,0,2027-02-11,52,650,0,0,Hybrid,Auto,Green / Sample Branding,1,1,SampleConnect,1,0,1,1,0,0,0,225/65R16C,225/65R16C,2024-10-25,,,
SA21JBL,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2021,Active,2021-10-15,36,334,0,173750,M,2027-09-02,52,2026-04-30,52,0,2026-11-26,52,250,0,0,Hybrid,Auto,Green / Sample Branding,0,1,DemoTrack,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2021-10-15,,,
SA22UAZ,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2022,Active,2022-01-17,24,322,0,121500,M,2027-04-15,52,2027-07-15,52,0,2026-11-26,52,0,0,0,Hybrid,Auto,Blue,1,1,FleetExample,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2022-01-17,,,
SA21XXT,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2021,Active,2021-07-15,0,0,0,17250,M,2027-04-22,52,2026-12-31,52,0,2026-12-03,52,250,0,0,Hybrid,Auto,Blue,1,1,SampleConnect,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2021-07-15,,,
SA22HUL,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2022,Active,2022-11-21,0,0,145,16500,M,2027-06-17,52,2027-01-21,52,0,2027-06-10,52,250,0,0,Hybrid,Auto,White / Sample Branding,1,1,SampleConnect,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2022-11-21,,,
SA22PKX,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2022,Active,2022-02-16,0,0,0,231000,M,2026-12-17,52,2027-07-22,52,0,2026-11-26,52,150,0,0,Hybrid,Auto,White,1,1,SampleConnect,1,0,1,1,0,1,0,225/65R16C,225/65R16C,2022-02-16,,,
SA22GGY,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2022,Active,2022-11-06,60,209,0,50750,M,2027-09-23,52,2027-03-25,52,0,2027-08-19,52,250,0,0,Hybrid,Auto,White,0,0,,1,0,1,1,0,0,0,225/65R16C,225/65R16C,2022-11-06,,,
SA21AUJ,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2021,Active,2021-08-25,0,0,0,23500,M,2027-02-25,52,2027-03-18,52,0,2026-02-26,52,0,0,0,Hybrid,Auto,White / Sample Branding,1,1,FleetExample,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2021-08-25,,,
SA24SNU,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2024,Active,2024-07-25,60,242,0,77750,M,2026-03-05,52,2027-03-25,52,0,2027-08-12,52,0,0,0,Hybrid,Auto,Green / Sample Branding,1,0,,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2024-07-25,,,
SA20XYS,Crewe,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2020,Active,2020-07-05,36,303,0,122750,M,2027-08-26,52,2027-06-10,52,0,2026-10-08,52,150,0,0,Hybrid,Auto,White / Sample Branding,0,1,FleetExample,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2020-07-05,,,
SA25EGM,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2025,Active,2025-02-10,0,0,145,27750,M,2027-08-19,52,2027-05-27,52,0,2027-02-11,52,650,0,0,Hybrid,Auto,White,1,1,DemoTrack,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2025-02-10,,,
SA21FRB,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2021,Active,2021-05-19,0,0,145,233250,M,2027-07-29,52,2027-07-15,52,0,2027-02-18,52,400,0,0,Hybrid,Auto,White / Sample Branding,1,0,,0,0,1,0,0,1,0,225/65R16C,225/65R16C,2021-05-19,,,
SA24KKP,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2024,Active,2024-04-25,0,0,0,30000,M,2027-09-16,52,2026-12-31,52,0,2027-09-23,52,0,0,0,Hybrid,Auto,Silver,1,1,DemoTrack,1,0,1,1,1,1,0,225/65R16C,225/65R16C,2024-04-25,,,
SA20JXX,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2020,Active,2020-12-27,0,0,650,12750,M,2027-05-06,52,2027-05-13,52,0,2027-01-14,52,650,0,0,Hybrid,Auto,Blue,0,1,FleetExample,1,0,0,1,1,1,0,225/65R16C,225/65R16C,2020-12-27,,,
SA24YKY,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2024,Active,2024-05-19,0,0,650,159750,M,2026-11-26,52,2027-06-17,52,0,2027-06-10,52,250,0,0,Hybrid,Auto,Green / Sample Branding,1,1,SampleConnect,1,0,0,0,0,0,0,225/65R16C,225/65R16C,2024-05-19,,,
SA22XPG,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2022,Active,2022-10-26,0,0,145,33500,M,2027-07-15,52,2026-12-17,52,0,2027-02-18,52,400,0,0,Hybrid,Auto,Silver,0,0,,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2022-10-26,,,
SA19WMF,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2019,Active,2019-05-08,0,0,650,27750,M,2027-07-22,52,2027-01-14,52,0,2026-11-12,52,250,0,0,Hybrid,Auto,Blue,0,1,DemoTrack,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2019-05-08,,,
SA19LEK,Crewe,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2019,Active,2019-11-21,0,0,650,133500,M,2026-11-19,52,2027-05-13,52,0,2026-11-26,52,150,0,0,Hybrid,Auto,White,1,0,,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2019-11-21,,,
SA19ZOF,Crewe,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2019,Active,2019-09-13,0,0,0,94500,M,2027-05-20,52,2026-12-31,52,0,2027-08-05,52,650,0,0,Hybrid,Auto,Blue,0,1,FleetExample,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2019-09-13,,,
